Wavelength,Ion,EP,Log_gf,Source,Species
5113.448,22.0,1.443,-0.7829999999999999,melendez2014_table1_noFe.txt,Ti I
5022.871,22.0,0.8258,-0.434,melendez2014_table1_noFe.txt,Ti I
4913.616,22.0,1.8731,0.161,melendez2014_table1_noFe.txt,Ti I
5490.15,22.0,1.46,-0.9329999999999999,melendez2014_table1_noFe.txt,Ti I
5739.464,22.0,2.249,-0.6,melendez2014_table1_noFe.txt,Ti I
5336.778,22.1,1.5819999999999999,-1.63,melendez2014_table1_noFe.txt,Ti II
5418.767,22.1,1.5819999999999999,-2.11,melendez2014_table1_noFe.txt,Ti II
5381.015,22.1,1.565,-1.97,melendez2014_table1_noFe.txt,Ti II
6606.97,22.1,2.061,-2.79,jkc_thesis_metal_ll.txt,Ti II
5211.54,22.1,2.59,-1.49,melendez2014_table1_noFe.txt,Ti II
4911.193,22.1,3.123,-0.537,melendez2014_table1_noFe.txt,Ti II
4874.014,22.1,3.095,-0.9,melendez2014_table1_noFe.txt,Ti II
4865.611,22.1,1.1159999999999999,-2.81,melendez2014_table1_noFe.txt,Ti II
6251.82,23.0,0.28600000000000003,-1.34,melendez2014_table1_noFe.txt,V I
6357.2919999999995,23.0,1.849,-0.91,jkc_thesis_metal_ll.txt,V I
6531.415,23.0,1.218,-0.84,jkc_thesis_metal_ll.txt,V I
6785.008000000001,23.0,1.051,-1.85,jkc_thesis_metal_ll.txt,V I
6119.528,23.0,1.064,-0.32,melendez2014_table1_noFe.txt,V I
6199.2,23.0,0.28600000000000003,-1.28,melendez2014_table1_noFe.txt,V I
6090.21,23.0,1.08,-0.062,melendez2014_table1_noFe.txt,V I
6039.73,23.0,1.063,-0.65,melendez2014_table1_noFe.txt,V I
6081.44,23.0,1.051,-0.578,melendez2014_table1_noFe.txt,V I
4875.486,23.0,0.04,-0.81,melendez2014_table1_noFe.txt,V I
5670.85,23.0,1.08,-0.42,melendez2014_table1_noFe.txt,V I
5727.045999999999,23.0,1.081,-0.011000000000000001,melendez2014_table1_noFe.txt,V I
4936.335,24.0,3.1128,-0.25,melendez2014_table1_noFe.txt,Cr I
5214.14,24.0,3.3694,-0.74,melendez2014_table1_noFe.txt,Cr I
6661.08,24.0,4.1926,-0.19,melendez2014_table1_noFe.txt,Cr I
5238.964,24.0,2.7089999999999996,-1.27,melendez2014_table1_noFe.txt,Cr I
5247.566,24.0,0.96,-1.59,melendez2014_table1_noFe.txt,Cr I
5272.007,24.0,3.449,-0.42,melendez2014_table1_noFe.txt,Cr I
5287.2,24.0,3.438,-0.87,melendez2014_table1_noFe.txt,Cr I
5296.691,24.0,0.983,-1.36,melendez2014_table1_noFe.txt,Cr I
5345.8009999999995,24.0,1.0036,-0.95,melendez2014_table1_noFe.txt,Cr I
5348.312,24.0,1.0036,-1.21,melendez2014_table1_noFe.txt,Cr I
5300.744000000001,24.0,0.982,-2.13,melendez2014_table1_noFe.txt,Cr I
5783.87,24.0,3.3223,-0.295,melendez2014_table1_noFe.txt,Cr I
5783.08,24.0,3.323,-0.43,melendez2014_table1_noFe.txt,Cr I
5237.3279999999995,24.1,4.073,-1.087,melendez2014_table1_noFe.txt,Cr II
5246.767,24.1,3.714,-2.436,melendez2014_table1_noFe.txt,Cr II
5502.066999999999,24.1,4.168,-2.049,melendez2014_table1_noFe.txt,Cr II
5305.87,24.1,3.827,-1.97,melendez2014_table1_noFe.txt,Cr II
5308.41,24.1,4.0712,-1.8459999999999999,melendez2014_table1_noFe.txt,Cr II
6016.64,25.0,3.073,-0.084,melendez2014_table1_noFe.txt,Mn I
6013.49,25.0,3.073,-0.251,melendez2014_table1_noFe.txt,Mn I
5004.891,25.0,2.9197,-1.63,melendez2014_table1_noFe.txt,Mn I
6021.79,25.0,3.076,0.034,melendez2014_table1_noFe.txt,Mn I
5399.47,25.0,3.85,-0.10400000000000001,melendez2014_table1_noFe.txt,Mn I
5212.691,27.0,3.5144,-0.11,melendez2014_table1_noFe.txt,Co I
6814.941999999999,27.0,1.956,-1.526,jkc_thesis_metal_ll.txt,Co I
5247.911,27.0,1.785,-2.08,melendez2014_table1_noFe.txt,Co I
5301.039000000001,27.0,1.71,-1.99,melendez2014_table1_noFe.txt,Co I
6454.995,27.0,3.632,-0.25,melendez2014_table1_noFe.txt,Co I
5647.23,27.0,2.28,-1.56,melendez2014_table1_noFe.txt,Co I
5483.352,27.0,1.7104,-1.49,melendez2014_table1_noFe.txt,Co I
5530.774,27.0,1.71,-2.23,melendez2014_table1_noFe.txt,Co I
5342.695,27.0,4.021,0.54,melendez2014_table1_noFe.txt,Co I
6189.0,27.0,1.71,-2.46,melendez2014_table1_noFe.txt,Co I
6223.984,28.0,4.105,-0.98,melendez2014_table1_noFe.txt,Ni I
5176.56,28.0,3.8982,-0.44,melendez2014_table1_noFe.txt,Ni I
6643.63,28.0,1.676,-2.1,melendez2014_table1_noFe.txt,Ni I
6176.811,28.0,4.088,-0.26,melendez2014_table1_noFe.txt,Ni I
5643.078,28.0,4.164,-1.25,melendez2014_table1_noFe.txt,Ni I
6130.135,28.0,4.266,-0.96,melendez2014_table1_noFe.txt,Ni I
6204.604,28.0,4.088,-1.14,melendez2014_table1_noFe.txt,Ni I
6586.33,28.0,1.9509999999999998,-2.81,jkc_thesis_metal_ll.txt,Ni I
6532.89,28.0,1.935,-3.39,jkc_thesis_metal_ll.txt,Ni I
7727.624,28.0,3.678,-0.4,melendez2014_table1_noFe.txt,Ni I
5589.358,28.0,3.898,-1.14,melendez2014_table1_noFe.txt,Ni I
4953.208,28.0,3.7397,-0.66,melendez2014_table1_noFe.txt,Ni I
7797.585999999999,28.0,3.89,-0.34,melendez2014_table1_noFe.txt,Ni I
6086.281999999999,28.0,4.266,-0.51,melendez2014_table1_noFe.txt,Ni I
6772.315,28.0,3.657,-0.99,melendez2014_table1_noFe.txt,Ni I
6378.25,28.0,4.1535,-0.9,melendez2014_table1_noFe.txt,Ni I
5805.217,28.0,4.1672,-0.64,melendez2014_table1_noFe.txt,Ni I
6108.116,28.0,1.676,-2.44,melendez2014_table1_noFe.txt,Ni I
6327.6,28.0,1.676,-3.113,jkc_thesis_metal_ll.txt,Ni I
6767.772,28.0,1.8259999999999998,-2.17,melendez2014_table1_noFe.txt,Ni I
5010.938,28.0,3.635,-0.87,melendez2014_table1_noFe.txt,Ni I
6177.241999999999,28.0,1.8259999999999998,-3.51,melendez2014_table1_noFe.txt,Ni I
5220.066,29.0,3.8160000000000003,-0.44799999999999995,melendez2014_table1_noFe.txt,Cu I
5218.197,29.0,3.8160000000000003,0.47600000000000003,melendez2014_table1_noFe.txt,Cu I
7933.13,29.0,3.79,-0.368,melendez2014_table1_noFe.txt,Cu I
5105.541,29.0,1.39,-1.516,melendez2014_table1_noFe.txt,Cu I
6362.35,30.0,5.79,0.14,melendez2014_table1_noFe.txt,Zn I
6435.004,39.0,0.066,-0.82,jkc_thesis_metal_ll.txt,Y I
5087.42,39.1,1.0841,-0.17,melendez2014_table1_noFe.txt,Y II
4900.11,39.1,1.0326,-0.09,melendez2014_table1_noFe.txt,Y II
4883.685,39.1,1.0841,0.07,melendez2014_table1_noFe.txt,Y II
6795.414000000001,39.1,1.7380000000000002,-1.14,jkc_thesis_metal_ll.txt,Y II
4854.867,39.1,0.9923,-0.38,melendez2014_table1_noFe.txt,Y II
5200.413,39.1,0.9923,-0.57,melendez2014_table1_noFe.txt,Y II
6134.57,40.0,0.0,-1.28,jkc_thesis_metal_ll.txt,Zr I
6143.18,40.0,0.071,-1.1,jkc_thesis_metal_ll.txt,Zr I
6127.46,40.0,0.154,-1.06,jkc_thesis_metal_ll.txt,Zr I
6140.46,40.0,0.519,-1.41,jkc_thesis_metal_ll.txt,Zr I
5853.67,56.1,0.604,-0.91,melendez2014_table1_noFe.txt,Ba II
6141.71,56.1,0.7040000000000001,-0.08,melendez2014_table1_noFe.txt,Ba II
6496.9,56.1,0.604,-0.38,melendez2014_table1_noFe.txt,Ba II
5303.53,57.1,0.3213,-1.35,melendez2014_table1_noFe.txt,La II
6390.477,57.1,0.321,-1.41,jkc_thesis_metal_ll.txt,La II
6774.268,57.1,0.126,-1.79,jkc_thesis_metal_ll.txt,La II
5274.229,58.1,1.044,0.13,melendez2014_table1_noFe.txt,Ce II
5259.73,59.1,0.633,0.114,melendez2014_table1_noFe.txt,Pr II
5319.81,60.1,0.55,-0.14,melendez2014_table1_noFe.txt,Nd II
5234.19,60.1,0.55,-0.51,melendez2014_table1_noFe.txt,Nd II
5293.16,60.1,0.8220000000000001,0.1,melendez2014_table1_noFe.txt,Nd II
6645.1,63.1,1.379,0.12,melendez2014_table1_noFe.txt,Eu II
